name,fips,county,state
"Buncombe County, North Carolina, United States",37021,Buncombe County,North Carolina
"Burke County, North Carolina, United States",37023,Burke County,North Carolina
"Cabarrus County, North Carolina, United States",37025,Cabarrus County,North Carolina
"Caldwell County, North Carolina, United States",37027,Caldwell County,North Carolina
"Camden County, North Carolina, United States",37029,Camden County,North Carolina
"Carteret County, North Carolina, United States",37031,Carteret County,North Carolina
"Caswell County, North Carolina, United States",37033,Caswell County,North Carolina
"Catawba County, North Carolina, United States",37035,Catawba County,North Carolina
"Chatham County, North Carolina, United States",37037,Chatham County,North Carolina
"Cherokee County, North Carolina, United States",37039,Cherokee County,North Carolina
"Chowan County, North Carolina, United States",37041,Chowan County,North Carolina
"Clay County, North Carolina, United States",37043,Clay County,North Carolina
"Cleveland County, North Carolina, United States",37045,Cleveland County,North Carolina
"Columbus County, North Carolina, United States",37047,Columbus County,North Carolina
"Craven County, North Carolina, United States",37049,Craven County,North Carolina
"Cumberland County, North Carolina, United States",37051,Cumberland County,North Carolina
"Currituck County, North Carolina, United States",37053,Currituck County,North Carolina
"Dare County, North Carolina, United States",37055,Dare County,North Carolina
"Davidson County, North Carolina, United States",37057,Davidson County,North Carolina
"Davie County, North Carolina, United States",37059,Davie County,North Carolina
"Duplin County, North Carolina, United States",37061,Duplin County,North Carolina
"Durham County, North Carolina, United States",37063,Durham County,North Carolina
"Edgecombe County, North Carolina, United States",37065,Edgecombe County,North Carolina
"Forsyth County, North Carolina, United States",37067,Forsyth County,North Carolina
"Franklin County, North Carolina, United States",37069,Franklin County,North Carolina
"Gaston County, North Carolina, United States",37071,Gaston County,North Carolina
"Gates County, North Carolina, United States",37073,Gates County,North Carolina
"Graham County, North Carolina, United States",37075,Graham County,North Carolina
"Granville County, North Carolina, United States",37077,Granville County,North Carolina
"Greene County, North Carolina, United States",37079,Greene County,North Carolina
"Guilford County, North Carolina, United States",37081,Guilford County,North Carolina
"Halifax County, North Carolina, United States",37083,Halifax County,North Carolina
"Harnett County, North Carolina, United States",37085,Harnett County,North Carolina
"Haywood County, North Carolina, United States",37087,Haywood County,North Carolina
"Henderson County, North Carolina, United States",37089,Henderson County,North Carolina
"Hertford County, North Carolina, United States",37091,Hertford County,North Carolina
"Hoke County, North Carolina, United States",37093,Hoke County,North Carolina
"Hyde County, North Carolina, United States",37095,Hyde County,North Carolina
"Iredell County, North Carolina, United States",37097,Iredell County,North Carolina
"Jackson County, North Carolina, United States",37099,Jackson County,North Carolina
"Johnston County, North Carolina, United States",37101,Johnston County,North Carolina
"Jones County, North Carolina, United States",37103,Jones County,North Carolina
"Lee County, North Carolina, United States",37105,Lee County,North Carolina
"Lenoir County, North Carolina, United States",37107,Lenoir County,North Carolina
"Lincoln County, North Carolina, United States",37109,Lincoln County,North Carolina
"McDowell County, North Carolina, United States",37111,McDowell County,North Carolina
"Macon County, North Carolina, United States",37113,Macon County,North Carolina
"Madison County, North Carolina, United States",37115,Madison County,North Carolina
"Martin County, North Carolina, United States",37117,Martin County,North Carolina
"Mecklenburg County, North Carolina, United States",37119,Mecklenburg County,North Carolina
"Mitchell County, North Carolina, United States",37121,Mitchell County,North Carolina
"Montgomery County, North Carolina, United States",37123,Montgomery County,North Carolina
"Moore County, North Carolina, United States",37125,Moore County,North Carolina
"Nash County, North Carolina, United States",37127,Nash County,North Carolina
"New Hanover County, North Carolina, United States",37129,New Hanover County,North Carolina
"Northampton County, North Carolina, United States",37131,Northampton County,North Carolina
"Onslow County, North Carolina, United States",37133,Onslow County,North Carolina
"Orange County, North Carolina, United States",37135,Orange County,North Carolina
"Pamlico County, North Carolina, United States",37137,Pamlico County,North Carolina
"Pasquotank County, North Carolina, United States",37139,Pasquotank County,North Carolina
"Pender County, North Carolina, United States",37141,Pender County,North Carolina
"Perquimans County, North Carolina, United States",37143,Perquimans County,North Carolina
"Person County, North Carolina, United States",37145,Person County,North Carolina
"Pitt County, North Carolina, United States",37147,Pitt County,North Carolina
"Polk County, North Carolina, United States",37149,Polk County,North Carolina
"Randolph County, North Carolina, United States",37151,Randolph County,North Carolina
"Richmond County, North Carolina, United States",37153,Richmond County,North Carolina
"Robeson County, North Carolina, United States",37155,Robeson County,North Carolina
"Rockingham County, North Carolina, United States",37157,Rockingham County,North Carolina
"Rowan County, North Carolina, United States",37159,Rowan County,North Carolina
"Rutherford County, North Carolina, United States",37161,Rutherford County,North Carolina
"Sampson County, North Carolina, United States",37163,Sampson County,North Carolina
"Scotland County, North Carolina, United States",37165,Scotland County,North Carolina
"Stanly County, North Carolina, United States",37167,Stanly County,North Carolina
"Stokes County, North Carolina, United States",37169,Stokes County,North Carolina
"Surry County, North Carolina, United States",37171,Surry County,North Carolina
"Swain County, North Carolina, United States",37173,Swain County,North Carolina
"Transylvania County, North Carolina, United States",37175,Transylvania County,North Carolina
"Tyrrell County, North Carolina, United States",37177,Tyrrell County,North Carolina
"Union County, North Carolina, United States",37179,Union County,North Carolina
"Vance County, North Carolina, United States",37181,Vance County,North Carolina
"Wake County, North Carolina, United States",37183,Wake County,North Carolina
"Warren County, North Carolina, United States",37185,Warren County,North Carolina
"Washington County, North Carolina, United States",37187,Washington County,North Carolina
"Watauga County, North Carolina, United States",37189,Watauga County,North Carolina
"Wayne County, North Carolina, United States",37191,Wayne County,North Carolina
"Wilkes County, North Carolina, United States",37193,Wilkes County,North Carolina
"Wilson County, North Carolina, United States",37195,Wilson County,North Carolina
"Yadkin County, North Carolina, United States",37197,Yadkin County,North Carolina
"Yancey County, North Carolina, United States",37199,Yancey County,North Carolina
"Adams County, North Dakota, United States",38001,Adams County,North Dakota
"Barnes County, North Dakota, United States",38003,Barnes County,North Dakota
"Benson County, North Dakota, United States",38005,Benson County,North Dakota
"Billings County, North Dakota, United States",38007,Billings County,North Dakota
"Bottineau County, North Dakota, United States",38009,Bottineau County,North Dakota
"Bowman County, North Dakota, United States",38011,Bowman County,North Dakota
"Burke County, North Dakota, United States",38013,Burke County,North Dakota
"Burleigh County, North Dakota, United States",38015,Burleigh County,North Dakota
"Cass County, North Dakota, United States",38017,Cass County,North Dakota
"Cavalier County, North Dakota, United States",38019,Cavalier County,North Dakota
"Dickey County, North Dakota, United States",38021,Dickey County,North Dakota
"Divide County, North Dakota, United States",38023,Divide County,North Dakota
"Dunn County, North Dakota, United States",38025,Dunn County,North Dakota
"Eddy County, North Dakota, United States",38027,Eddy County,North Dakota
"Emmons County, North Dakota, United States",38029,Emmons County,North Dakota
"Foster County, North Dakota, United States",38031,Foster County,North Dakota
"Golden Valley County, North Dakota, United States",38033,Golden Valley County,North Dakota
"Grand Forks County, North Dakota, United States",38035,Grand Forks County,North Dakota
"Grant County, North Dakota, United States",38037,Grant County,North Dakota
"Griggs County, North Dakota, United States",38039,Griggs County,North Dakota
"Hettinger County, North Dakota, United States",38041,Hettinger County,North Dakota
"Kidder County, North Dakota, United States",38043,Kidder County,North Dakota
"LaMoure County, North Dakota, United States",38045,LaMoure County,North Dakota
"Logan County, North Dakota, United States",38047,Logan County,North Dakota
"McHenry County, North Dakota, United States",38049,McHenry County,North Dakota
"McIntosh County, North Dakota, United States",38051,McIntosh County,North Dakota
"McKenzie County, North Dakota, United States",38053,McKenzie County,North Dakota
